"ID","Ref_Short","Ref_Long","Type"
"982","NLA AU, Rep. 101 Nr. 0134","Niedersächsisches Landesarchiv Aurich, Rep. 101 Nr. 0134: Johann Wilhelm Administrator des Hochstifts Münster / Johann Graf von Ostfriesland wegen Erhebung - mandati um eines neuen Zolles - von Zoll von Münster&#39;schen Untertanen in einer neuen Zollstätte in Halte an der Ems wider den Zollvertrag von 1572 (1583-1628)","archive"
"984","NLA OS, Dep 76 b Nr. 224","Niedersächsisches Landesarchiv Osnabrück, Dep 76 b Nr. 224: Zollsachen (1632-1766)","archive"
"986","Müller 1976","Müller, Ernst, &#60;q&#62;Handwerk und Handel&#60;/q&#62;. in: &#60;cite&#62;Geschichte der Stadt Weimar&#60;/cite&#62;, hrsg. von Gitta Günther und Lothar Wallraf (Weimar 1976), 152 - 157.","secondary"
"988","Petersen 2002","Petersen, J.W., &#60;cite&#62;Reizen is tol betalen. De verkeersontwikkeling in en om het gebied van Rijn en IJssel tot de Bataafse omwenteling van 1795&#60;/cite&#62; (Aalten, 2002).","secondary"
"990","Bertram 1860","Bertram, Carl Robert und Gustav Hermann Bertram (Bearb.), &#60;cite&#62; Chronik der Stadt Belgern.&#60;/cite&#62; (Belgern 1860).","secondary"
"992","Enders 2008","Enders, Liselott, &#60;cite&#62;Die Altmark: Geschichte einer kurmärkischen Landschaft in der Frühneuzeit (Ende des 15. bis Anfang des 19. Jahrhunderts).&#60;/cite&#62; (Berlin 2008).","secondary"
"994","Lehmann 1852","Lehmann, Johann Gottlieb, &#60;cite&#62;Chronik der Stadt Delitzsch.&#60;/cite&#62; (Delitzsch 1852).","secondary"
"996","Würdig 1876","Würdig, Ludwig. &#60;cite&#62;Chronik der Stadt Dessau. Von den frühesten Zeiten bis Ende 1875&#60;/cite&#62; (Dessau 1876).","secondary"
"998","Neubauer 1916","Neubauer, Theodor Thilo, &#60;q&#62;Wirtschaftsleben im mittelalterlichen Erfurt.&#60;/q&#62;, in: &#60;cite&#62;Vierteljahrschrift für Sozial- und Wirtschaftsgeschichte&#60;/cite&#62; 13 (1916), 132-152.","secondary"
"1000","Thomas 2011","Thomas, Ralf, &#60;q&#62;Luthers Reisen von Wittenberg nach der südlichen Region des kursächsischen Landesstaates: Territorialpolitische und verkehrsgeographische Beobachtungen im Raum Eilenburg - Würzen - Grimma.&#60;/q&#62; in: &#60;cite&#62;Stiftsland Wurzen - sächsische Kirchenverfassung - historische Kirchenkunde: Aufsätze zur sächsischen Kirchengeschichte&#60;/cite&#62;, hg. von Ralf Thomas, Michael Beyer und Alexander Wieckowski (Leipzig 2011), 214 - 234.","secondary"
"1002","Grieme 2003","Grime, Uwe, &#60;q&#62;Art. Gröningen.&#60;/q&#62; in: Handbuch Höfe und Residenzen im spätmittelalterlichen Reich, Bd. 15.I, 235 - 237.","secondary"
"1004","Blaschke 1964","Blaschke, Karlheinz, &#60;q&#62;Elbschiffahrt und Elbzölle im 17. Jahrhundert&#60;/q&#62;, &#60;cite&#62;Hansische Geschichtsblätter&#60;/cite&#62; 82 (1964), 42-54.","secondary"
"1006","Schroor 1990","Schroor, Meindert, &#60;q&#62;Trekvaarten in Friesland en Groningen&#60;/q&#62;, &#60;cite&#62;Noorderbreedte&#60;/cite&#62; (30-11-1990), 20-23","secondary"
"1010","Scholz 2000","Scholz, Michael, &#60;q&#62;Die landesherrliche Lokalverwaltung im Erzstift Magdeburg im Spätmittelalter.&#60;/q&#62; In: &#60;cite&#62;Jahrbuch für die Geschichte Mittel- und Ostdeutschlands&#60;/cite&#62; 45 (2000), 99-132.","secondary"
"1012","Brodale 2007","Brodale, Klaus, &#60;q&#62;Geschichte der Stadt Gera.&#60;/q&#62; in: &#60;cite&#62;Stadt Gera.&#60;/cite&#62; bearb. von Anja Löffler (Erfurt 2007), 55 - 79.","secondary"
"1014","Magnus 1880","Magnus, Friedrich, &#60;cite&#62;Geschichte der Stadt Schönebeck an der Elbe.&#60;/cite&#62; (Berlin 1880).","secondary"
"1016","Hesse 1898","Hesse, O., &#60;cite&#62;Aus Sömmerdas Vergangenheit und Gegenwart.&#60;/cite&#62; (Erfurt 1898).","secondary"
"1018","Gerhardt 1907","Gerhardt, Friedrich, &#60;cite&#62;Geschichte der Stadt Weißenfels a. S. mit neun Beiträgen zur Geschichte des Herzogtums Sachsen-Weißenfels.&#60;/cite&#62; (Weißenfels 1907).","secondary"
"1020","Tenhagen 1895","Tenhagen, Friedrich, &#60;q&#62;Die Vredener Landwehr, ihr Lauf, Ursprung und Zweck&#60;/q&#62;, &#60;cite&#62;Zeitschrift für vaterländische Geschichte und Altertumskunde&#60;/cite&#62; 53 (1895), 96-120","secondary"
"1022","Tenner 1937","Tenner, Friedrich, &#60;q&#62;Die Stadt Suhl erhält das Recht, 8 Tage vor Martini einen vierten Jahrmarkt abzuhalten.&#60;/q&#62; in: &#60;cite&#62;Jahrbuch des Hennebergisch-Fränkischen Geschichtsvereins&#60;/cite&#62; 1 (1937), 164 - 167.","secondary"
"1024","Jacobs 1891","Jacobs, Eduard, &#60;cite&#62;Urkundenbuch der Stadt Wernigerode bis zum Jahre 1460.&#60;/cite&#62; (Halle/Saale 1891)","secondary"
"1026","Wachtel 2005","Wachtel, Paul, &#60;q&#62;Zünfte, Markt und eigenes Bier: ein wirtschaftsgeschichtlicher Überblick vom Mittelalter bis zum Ende der Kurmainzer Zeit.&#60;/q&#62; in: &#60;cite&#62;Wurbeke, Worweze, Stadtworbis: Beiträge zur Geschichte der Stadt Worbis&#60;/cite&#62;, hrsg. von Thomas Müller (Duderstadt 2005), 65-86.","secondary"
"1028","Tillmann; Rosenplänter 2011","Tillmann, Doris; Rosenplänter, Johannes (eds.), &#60;cite&#62;Kiel Lexikon&#60;/cite&#62; (Nuemünster, 2011)","secondary"
"1030","Friese 1851","Friese, &#60;q&#62;Andeutungen zur Geschichte der Stadt Northeim&#60;/q&#62;, &#60;cite&#62;Zeitschrift des Historischen Vereins für Niedersachsen&#60;/cite&#62; (1851), 136-150","secondary"
"1032","Mithoff 1912","Mithoff, Adolf, &#60;cite&#62;Chronik der Stadt Rodenberg. Von den ältesten Zeiten bis auf die Gegenwart&#60;/cite&#62; (Rodenberg, 1912)","secondary"
"1034","Wolter 1963","Wolter, Wilhelm, &#60;cite&#62;Munster, in der Lüneburger Heide&#60;/cite&#62; (Munster, 1963)","secondary"
"1036","Mollwo 1894","Mollwo, Carl, &#60;cite&#62;Die ältesten lübischen Zollrollen&#60;/cite&#62; (Lübeck, 1894)","secondary"
"1038","UBL","Böhmer, Johann Friedrich; Techen, Friedrich (eds.), &#60;cite&#62;Urkundenbuch der Stadt Lübeck&#60;/cite&#62;, 11 vols. Codex diplomaticus Lubicensis 1 (Lübeck, 1843-1932)","edition"
"1040","Dietrichsdorf 1980","Dietrichsdorf, Alfons, &#60;q&#62;Das ehemalige Klostergut Halte an der Ems bei Papenburg&#60;/q&#62;, &#60;cite&#62;Jahrbuch des emsländischen Heimatbundes&#60;/cite&#62; 26 (1980), 42-52","secondary"
"1042","Stuhlmacher 1935","Stuhlmacher, Hans, &#60;q&#62;Die Orte der Heimat. Orts-, Flur- und Flußnamen, Allgemeines&#60;/q&#62;, in Kreisausschuß des Kreises Fallingbostel (ed.), &#60;cite&#62;Der Kreis Fallingbostel. Ein Heimatbuch des Kreises&#60;/cite&#62; (Magdeburg, 1935), 61-89","secondary"
"1044","Domeier; Allermann 1987","Domeier, Adolf; Allermann, Georg, &#60;cite&#62;1337-1987: 650 Jahre Geschichte der Bauernschaften Fuhrhop, Jettebruch, Mengebostel&#60;/cite&#62; 1 (Mengebostel, 1987)","secondary"
"1046","Hendricks 2006","Hendricks, Reiner, &#60;cite&#62;Geschichte des Fleckens Ahlden&#60;/cite&#62; (Ahlden, 2006)","secondary"
"1048","Richter 1967","Richter, Manfred, &#60;cite&#62;Die Anfänge des Elsflether Weserzolles&#60;/cite&#62; (Oldenburg, 1967)","secondary"
"1050","UB Stadt Hildesheim","Doebner, Richard; Brandes, Hermann (eds.), &#60;cite&#62;Urkundenbuch der Stadt Hildesheim&#60;/cite&#62;, 8 vols. (Hildesheim, 1881-1901)","edition"
"1052","Laur 1992","Laur, Wolfgang, &#60;cite&#62;Historisches Ortsnamenlexikon von Schleswig-Holstein&#60;/cite&#62; (2nd revised ed.; Neumünster, 1992)","secondary"
"1054","Lorenzen-Schmidt; Pelc 2006","Lorentzen-Schmidt, Klaus-Joachim; Pelc, Ortwin (eds.), &#60;cite&#62;Das neue Schleswig-Holstein Lexikon&#60;/cite&#62; (2nd revised ed.; Neumünster, 2006)","secondary"
"1056","Müller 1986","Müller, Siegfried, &#60;cite&#62;Leben im alten Hannover: Kulturbilder einer deutschen Stadt&#60;/cite&#62; (Hannover, 1986)","secondary"
"1058","Stübner 1800","Stübner, Johann Christoph, &#60;cite&#62;Geographische, naturhistorische und vorzüglich mineralogische Beschreibung des Harzgebirges. Nebst Darstellung des auf dem Harz befindlichen Berg- und Hüttenwesens. Erster Theil.&#60;/cite&#62; (Leipzig 1800).","secondary"
"1060","Jager 2015","Jager, Alexander, &#60;cite&#62;Middeleeuws Kampen. De ruimtelijke en economische structuur van de stad aan de hand van archeologische, bouwhistorische, numismatische en historische bronnen&#60;/cite&#62; (Zwolle, 2015).","secondary"
"1062","Canon van Kampen","&#60;a href=&#34;https://www.entoen.nu/nl/overijssel/salland/kampen&#34;&#62;Canon van Kampen&#60;/a&#62;","secondary"
"1064","Canon van Kampen",,"secondary"
"1066","Canon van Kampen","&#60;a href=&#34;www.entoen.nu/nl/overijssel/salland/kampen/ijsselbrug&#34;&#62;&#60;/a&#62;.","secondary"
"1068","Niemann 1920","Niemann, Konrad, &#60;q&#62;Die alten Heer- und Handelsstraßen in Thüringen.&#60;/q&#62; in: &#60;cite&#62;Mitteilungen des sächsisch-thüringischen Vereins für Erdkunde.&#60;/cite&#62; 39 - 43 (1915 - 1919), 1920, 1 - 64.","secondary"
"1070","NOB Uelzen","Dolle, Josef (ed.), &#60;cite&#62;Niedersächsisches Ortsnamenbuch, Landkreis Uelzen &#60;/cite&#62; (in preparation)","secondary"
"1072","Zangel 2007","Zangel, Frederic, &#60;q&#62;Burgen im Personen- und Handelsverkehr Stormarns in Mittelalter und Früher Neuzeit. Das Beispiel Trittau&#60;/q&#62;, in &#60;cite&#62;Nutzung gestaltet Raum. Regionalhistorische Perspektiven zwischen Stormarn und Dänemark&#60;/cite&#62;, ed. Oliver Auge; Norbert Fischer (Frankfurt am Main, 2007), 151-167","secondary"
"1074","Prange 1999","Prange, Wolfgang, &#60;q&#62;Trittau in lübscher Hand 1534&#60;/q&#62;, &#60;cite&#62;Zeitschrift des Vereins für Lübeckische Geschichte und Altertumskunde&#60;/cite&#62; 79 (1999), 146-163","secondary"
"1076","Hansen 1992","Hansen, Reimer, &#60;q&#62;Der Kieler Umschlag. Entstehung, Konjunktur und Funktionswandel eines internationalen Geldmarktes vom Ausgang des Mittelalters bis zum Anbruch der Moderne&#60;/q&#62;, &#60;cite&#62;Zeitschrift der Gesellschaft für Schleswig-Holsteinische Geschichte&#60;/cite&#62; 117 (1992), 101-133","secondary"
"1078","UB Hameln","Meinardus, Otto; Fink, Erich (eds.), &#60;cite&#62;Urkundenbuch des Stiftes und der Stadt Hameln&#60;/cite&#62;, 2 vols. (Hannover, 1887-1903)","edition"
"1080","Kienzle 1969","Kienzle, Robert, &#60;cite&#62;Chronik Kirchlinteln&#60;/cite&#62; (Kirchlinteln, 1969)","secondary"
"1082","Hofmeister 2011","Hofmeister, Adolf E., &#60;q&#62;Eitze im Mittelalter. Von Wundern, Rittern und Meierabgaben&#60;/q&#62;, in &#60;cite&#62;860-2010. 1150 Jahre Eitze&#60;/cite&#62;, ed. by Adolf E. Hofmeister; Anja König (Verden, 2011), 13-32","secondary"
"1084","Streich; Reitemeier 2011","Streich, Gerhard; Reitemeier, Arnd (eds.), &#60;cite&#62;Regionalkarte: Geschichte und Landeskunde, Blätter Einbeck und Seesen. Erläuterungsheft&#60;/cite&#62; (Göttingen, 2011)","secondary"
"1086","Fermin 2007","Fermin, Bert, &#60;cite&#62;Een rondje om de Warnsveldse kerk. Archeologisch proefsleuvenonderzoek op het Kerkplein te Warnsveld&#60;/cite&#62;, Zutphense Archeologische Publicaties 30 (Zutphen, 2007).","secondary"
"1088","Petersen; Pischke; Streich 2013","Petersen, Niels; Pischke, Gudrun; Streich, Gerhards (eds.), &#60;cite&#62;Regionalkarte zur Geschichte und Landeskunde, Blätter Hildesheim und Bad Salzdetfurth. Erläuterungsheft&#60;/cite&#62; (Hannover, 2013)","secondary"
"1090","UB Göttingen","Schmidt, Karl Gustav (ed.), &#60;cite&#62;Urkundenbuch der Stadt Göttingen&#60;/cite&#62;, 2 vols (Hannover, 1863-1867)","edition"
"1092","Kühlhorn 1972","Kühlhorn, Erhard (ed.), &#60;cite&#62;Historisch-Landeskundliche Exkursionskarte von Niedersachsen, Blatt Göttingen. Erläuterungsheft&#60;/cite&#62; (Hildesheim, 1972)","secondary"
"1094","v. Dreyhaupt 1749","v. Dreyhaupt, Johann Christoph (ed.) &#60;cite&#62;Pagus Neletici et Nudzici oder Ausführliche diplomatische historische Beschreibung des zum ehemaligen Primat- und Ertz-Stifft, nunmehr aber durch den westphälischen Friedensschluß secularisierten Herzogthum Magdeburg gehörigen Saal-Creyses und aller darinnen befindlichen Städte.&#60;/cite&#62; Theil I (Halle/Saale 1749-50).","edition"
"1096","Kunwald, George 1996","Kunwald, George &#60;q&#62;Veje fra oldtid og middelalder i Broskov&#60;/q&#62;, in &#60;cite&#62;Braut&#60;/cite&#62;, ed. by Jens Vellev (Denmark, 1996), 13-36","secondary"
"1098","Jørgensen, Mogens Schou 1996","Jørgensen, Mogens Schou, &#60;q&#62;Oldtidens veje i Danmark&#60;/q&#62;, in &#60;cite&#62;Braut&#60;/cite&#62;, ed. by Jens Vellev (Denmark, 1996), 37-62","secondary"
"1100","Jäger 1964","Jäger, Helmut (ed.), &#60;cite&#62;Historisch-Landeskundliche Exkursionskarte von Niedersachsen, Blatt Duderstadt. Erläuterungsheft&#60;/cite&#62; (Hildesheim, 1964)","secondary"
"1108","Bruns 2020","Bruns, Steffan, &#60;cite&#62;Geiseltalchroniken. Geschichte des Geiseltales und seiner Umgebung&#60;/cite&#62; (Norderstedt 2020).","secondary"
"1110","Vellev 1996","Vellev, Jens, &#60;q&#62;Løvel Bro&#60;/q&#62;, in &#60;cite&#62;Braut&#60;/cite&#62;, ed. Jens Vellev (Denmark, 1996), 63-86","secondary"
"1112","Wozniak 2013","Wozniak, Thomas, &#60;cite&#62;Quedlinburg im 14. und 16. Jahrhundert.&#60;/cite&#62; (Berlin 2013).","secondary"
"1114","Høgsbro 1996","Høgsbro, Kirsten-Elizabeth &#60;q&#62;Broer i vejhistorisk belysning&#60;/q&#62;, in &#60;cite&#62;Braut&#60;/cite&#62;, ed. Jens Vellev (Denmark, 1996), 87-104","secondary"
"1116","Ohlmer 1983","Ohlmer, Walter, &#60;cite&#62;1000 Jahre Moringen 983-1983&#60;/cite&#62; (Hildesheim, 1983)","secondary"
"1118","Domeier 1753","Domeier, Johann Gabriel, &#60;cite&#62;Die Geschichte der Churfürstl. Braunschweig-Lüneburgischen Stadt Moringen und des umliegenden Amts dieses Namens, aus archivalischen Urkunden und andern zuverlässigen Nachrichten verfasset&#60;/cite&#62; (Göttingen, 1753)","secondary"
"1120","Visch 1986","Visch, Wessel Friedrich, &#60;cite&#62;Geschichte der Grafschaft Bentheim&#60;/cite&#62;, transl. Lucie Rakers (Bentheim, 1986: 2nd ed.)","secondary"
"1122","Schneider 1988","Schneider, Ludwig, &#60;cite&#62;Orts- und Gewässernamen im Landkreis Lüneburg&#60;/cite&#62; (Lüneburg, 1988)","secondary"
"1124","Behrens 2004","Behrens, Egon, &#60;cite&#62;800 Jahre Neetze 1205 - 2005. Beiträge zur Ortsgeschichte&#60;/cite&#62; (Husum, 2004)","secondary"
"1126","Hoogstede 2009","Heimatverein Hoogstede e. V. (ed.), &#60;cite&#62;In der Gildschaft Scheerhorn. Hoogstede, Chronik eines Dorfes und seiner Ortsteile Arkel, Bathorn, Berge, Hoogstede, Kalle, Scheerhorn und Tinholt&#60;/cite&#62; (Hoogstede, 2009), online at &#60;a href=&#34;https://www.heimatverein-hoogstede-arkel.de/chronik/&#34;&#62;https://www.heimatverein-hoogstede-arkel.de/chronik/&#60;/a&#62;","secondary"
"1128","Reuter 1950","Reuter, Rektor A. (ed.), &#60;cite&#62;1100 Jahre Delligsen. Geschichte der Hilsmulde und des Ortes Delligsen mit besonderer Berücksichtigung der wirtschaftlichen Entwicklung&#60;/cite&#62; (Bad Gandersheim, 1950)","secondary"
"1130","Schwarz 1977","Schwarz, Hans Wilhelm, &#60;cite&#62;Amt und Gut Hanerau von den Anfängen bis 1664&#60;/cite&#62; (Neumünster, 1977)","secondary"
"1132","Schlesinger 1965","Schlesinger, Walter (Hrsg.), &#60;cite&#62;Handbuch der Historischen Stätten Deutschlands. Achter Band: Sachsen&#60;/cite&#62; (Stuttgart 1965).","secondary"
"1134","Kohl 1973","Kohl, Wilhelm (ed.), &#60;cite&#62;Regesten aus dem Archiv des Klosters und Stiftes Wietmarschen&#60;/cite&#62; (Nordhorn, 1973)","edition"
"1138","Boetticher 1996","Boetticher, Annette von, &#60;cite&#62;Geschichtliches Ortsverzeichnis des Landkreises Peine&#60;/cite&#62; (Hannover, 1996)","secondary"
"1148","Willert 1990","Willert, Helmut, &#60;cite&#62;Anfänge und frühe Entwicklung der Städte Kiel, Oldesloe und Plön&#60;/cite&#62; (Neumünster, 1990)","secondary"
"1150","Schmitz 1986","Schmitz, Antje, &#60;cite&#62;Die Orts- und Gewässernamen des Kreises Plön&#60;/cite&#62;, Kieler Beiträge zur deutschen Sprachgeschichte 8 (Neumünster, 1986)","secondary"
"1152","Laur 2012","Laur, Wolfgang, &#60;cite&#62;Die Orts- und Gewässernamen der Freien und Hansestadt Hamburg&#60;/cite&#62; (Neumünster, 2012)","secondary"
"1154","Bolland 1930","Bolland, Gustav, &#60;q&#62;Die Kuhmühle&#60;/q&#62;, &#60;cite&#62;Hamburgische Geschichts- und Heimatblätter&#60;/cite&#62; 5 (1930), 145-153","secondary"
"1156","Pauls 1913","Pauls, Volquart, &#60;q&#62;Die holsteinische Lokalverwaltung im 15. Jahrhundert&#60;/q&#62;, &#60;cite&#62;Zeitschrift der Gesellschaft für Schleswig-Holsteinische Geschichte&#60;/cite&#62; 43 (1913), 1-255","secondary"
"1158","Landgraf 1959","Landgraf, Henning, &#60;cite&#62;Bevölkerung und Wirtschaft Kiels im 15. Jahrhundert&#60;/cite&#62;, Quellen und Forschungen zur Geschichte Schleswig-Holsteins 39 (Neumünster, 1959)","secondary"
"1160","LASH Abt. 1","Landesarchiv Schleswig-Holstein, Schleswig, Abt. 1: Gemeinschaftliches Archiv","archive"
"1180","Scholand 1933/34","Scholand, Anton, &#60;cite&#62;Beiträge zur Geschichte der Stadt und des vormaligen Amtes Burgdorf&#60;/cite&#62; (Burgdorf-Lehrte, 1933/34)","secondary"
"1190","Siegemann; Schramme 1931","Siegemann, Theodor; Schramme, Wilhelm, &#60;cite&#62;Geschichte der Stadt Gronau&#60;/cite&#62; (Gronau (Hann.), 1931)","secondary"
"1192","Brockmann 1998","Brockmann, Bernhard, &#60;q&#62;Vom Großkirchspiel zur Wiek mit den Quartalen: Löningen im Mittelalter&#60;/q&#62;, in &#60;cite&#62;Löningen in Vergangenheit und Gegenwart. Zur Geschichte unserer Stadt, fünf Viertel und eine Wiek&#60;/cite&#62;, ed. by Margaretha Janssen (Löningen, 1998), 35-72","secondary"
"1196","Vogtherr 1996","Vogther, Hans-Jürgen (ed.), &#60;cite&#62;Die Lübecker Pfundzollbücher&#60;/cite&#62;, 4 Teile (Cologne Weimar Vienna, 1996)","edition"
"1222","Brunner 1913","Brunner, Hugo, &#60;cite&#62;Geschichte der Residenzstadt Cassel&#60;/cite&#62; (Kassel, 1913)","secondary"
"1224","Gehmlich 2008","Gehmlich, Klaus, &#60;cite&#62;Flurnamen im Landkreis Osterode am Harz&#60;/cite&#62;, 5 Bände (Clausthal-Zellerfeld, 2008)","secondary"
"1226","UB Hochstift Hildesheim","Janicke, Karl; Hoogeweg, Hermann (eds.), &#60;cite&#62;Urkundenbuch des Hochstifts Hildesheim und seiner Bischöfe&#60;/cite&#62;, 6 vols. (Hannover, 1896-1911)","edition"
"1240","Kalthammer 1983","Kalthammer, Wilhelm, &#60;cite&#62;Die Chronik von Hahausen. Mit vier Beiträgen von Arnold Jähns&#60;/cite&#62; (Hahausen, 1983)","secondary"
"1244","Wiese; Bölts 1966","Wiese, Heinz; Bölts, Johann, &#60;cite&#62;Rinderhandel und Rinderhaltung im nordwesteuropäischen Küstengebiet vom 15. bis zum 19. Jahrhundert&#60;/cite&#62; (Stuttgart, 1966)","secondary"
"1246","Schwetlik 1961","Schwetlik, Lothar, &#60;q&#62;Der hansisch-dänische Landhandel und seine Träger 1484-1519&#60;/q&#62;, &#60;cite&#62;Zeitschrift der Gesellschaft für Schleswig-Holsteinische Geschichte&#60;/cite&#62; 85/86 (1961), 61-130","secondary"
"1248","Imberger 1988","Imberger, Elke, &#60;q&#62;Itzehoe im Spätmittelalter und die Reformation (1303-1524)&#60;/q&#62;, in &#60;cite&#62;Itzehoe: Geschichte einer Stadt in Schleswig-Holstein, Bd. 1: Von der Frühgeschichte bis 1814&#60;/cite&#62; (Itzehoe, 1988), 31-42","secondary"
"1250","Schedlitz 1988","Schedlitz, Bernd, &#60;q&#62;Itzehoe während des Ständestaates und unter dem Frühabsolutismus (1524-1660)&#60;/q&#62;, in &#60;cite&#62;Itzehoe: Geschichte einer Stadt in Schleswig-Holstein, Bd. 1: Von der Frühgeschichte bis 1814&#60;/cite&#62; (Itzehoe, 1988), 62-80","secondary"
"1252","Schrecker 1933","Schrecker, Gertrud, &#60;q&#62;Das spätmittelalterliche Straßennetz in Holstein und Lauenburg&#60;/q&#62;, &#60;cite&#62;Zeitschrift der Gesellschaft für Schleswig-Holsteinische Geschichte&#60;/cite&#62; 16 (1933), 16-110","secondary"
"1264","Jensen2000","Jensen, Jørgen Elsøe, &#60;cite&#62;Danmarks Middelalderlige Byplaner. Nordøstsjælland og Bornholm&#60;/cite&#62;(Odense,2000)","secondary"
"1268","Schenck 1977","Schenck, Adolf, &#60;q&#62;Bemerkungen zum Namen der Fegetasche bei Plön. Zugleich ein Beitrag zur Geschichte der dortigen historischen Zollstätte&#60;/q&#62;, &#60;cite&#62;Jahrbuch für Heimatkunde im Kreis Plön&#60;/cite&#62; 7 (1977), 154-168","secondary"
"1270","Freytag 1986","Freytag, Hans-Joachim, &#60;q&#62;Anmerkungen zur Topographie Plöns im Mittelalter&#60;/q&#62;, &#60;cite&#62;Jahrbuch für Heimatkunde im Kreis Plön&#60;/cite&#62; 16 (1986), 103-116","secondary"
"1272","Marten 1969","Marten, Horst-Rüdiger, &#60;cite&#62;Die Entwicklung der Kulturlandschaft im alten Amt Aerzen des Landkreises Hameln-Pyrmont&#60;/cite&#62; (Göttingen, 1969)","secondary"
"1274","Klaube 2011","Klaube, Manfred, &#60;cite&#62;Altenau und Torfhaus im Oberharz&#60;/cite&#62; (Bockenem, 2011)","secondary"
"1276","Roth 1974","Roth, Otto, &#60;q&#62;Die Entwicklung Seesens von den Anfängen bis zum Dreißigjährigen Kriege&#60;/q&#62;, in &#60;cite&#62;Tausend Jahre Seesen. Beiträge zur Geschicht der Stadt Seesen am Harz&#60;/cite&#62; (Seesen, 1974), 25-88","secondary"
"1278","Palm 2003","Palm, Heike (ed.), &#60;cite&#62;Die Register des alten Amts Neustadt am Rübenberge&#60;/cite&#62; (Hannover, 2003)","edition"
"1280","Denecke 1969","Denecke, Dietrich, &#60;cite&#62;Methodische Untersuchungen zur historisch-geographischen Wegeforschung im Raum zwischen Solling und Harz. Ein Beitrag zur Rekonstruktion der mittelalterlichen Kulturlandschaft&#60;/cite&#62;, Göttinger geographische Abhandlungen 54 (Göttingen, 1969)","secondary"
"1282","Bahn 2015 (1964)","Bahn, Bernd, &#60;cite&#62;Die Kupferstraße. Geographisch-prähistorische Untersuchung ihres Verlaufs in Thüringen&#60;/cite&#62;, (Publikation der Dipl.-Arbeit von 1964) (Langenweißbach 2015).","secondary"
"1284","Haberland 1957","Haberland, Rudolf, &#60;cite&#62;Geschichte des Grenzgebietes Gartow-Schnackenburg, Teil I: von der Steinzeit bis zum Ausgang des Mittelalters&#60;/cite&#62; (Lüchow, 1957)","secondary"
"1286","Hofmeister 1979","Hofmeister, Adolf E., &#60;cite&#62;Besiedlung und Verfassung der Stader Elbmarschen im Mittelalter, Teil I: Die Stader Elbmarschen vor der Kolonisation des 12. Jahrhunderts&#60;/cite&#62; (Hildesheim, 1979)","secondary"
"1288","Hofmeister 1981","Hofmeister, Adolf E., &#60;cite&#62;Besiedlung und Verfassung der Stader Elbmarschen im Mittelalter, Teil II: Die Hollerkolonisation und die Landesgemeinden Land Kehdingen und Altes Land&#60;/cite&#62; (Hildesheim, 1981)","secondary"
"1290","Klenck 1957","Klenck, Willy, &#60;cite&#62;Heimatkunde des ehemaligen Kreises Neuhaus an der Oste&#60;/cite&#62; (Lamstedt, 1957)","secondary"
"1292","Koppe 2004","Koppe, Werner, &#60;cite&#62;Die Lipperwasserstraße: Schifffahrt auf Lippe und Lippe-Seitenkanal im Rahmen der nordwestdeutschen Binnenschifffahrtsgeschichte&#60;/cite&#62; (Bielefeld, 2004)","secondary"
"1294","Schulte 1982","Schulte, A.G., &#60;cite&#62;Het Rijk van Nijmegen. Westelijk gedeelte&#60;/cite&#62; (Zeist 1982).","secondary"
"1296","HOV Sachsen","Institut für Sächsiche Geschichte und Volkskunde, &#60;a href=&#34;https://hov.isgv.de&#34;&#62;Digitales Historisches Ortsverzeichnis von Sachsen.&#60;/a&#62;","secondary"
"1298","Van Enckevort 2019","Van Enckevort, Harry, &#60;cite&#62;Een 15e-eeuwse herberg buiten de stad. Een pleisterplaats voor reizigers aan de Hooge Weg (Wolfskuilseweg) in Nijmegen&#60;/cite&#62;, Archeologische Berichten Nijmegen Rapport 91 (Nijmegen, 2019).","secondary"
"1300","Historisches Ortsnamenbuch Sachsen I","Eichler, Ernst and Hans Walther (eds.), &#60;cite&#62;Historisches Ortsnamenbuch von Sachsen, Band 1: A - L.&#60;/cite&#62; (Berlin 2001).","secondary"
"1302","Historisches Ortsnamenbuch Sachsen II","Eichler, Ernst and Hans Walther (eds.), &#60;cite&#62;Historisches Ortsnamenbuch von Sachsen, Band 2: M - Z&#60;/cite&#62; (Berlin 2001).","secondary"
"1304","Barning; Schnakenberg 2013","Barning, Christel; Schnakenberg, Elisabeth, &#60;cite&#62;Bassen. Geschichte und Geschichten von 1259 bis heute&#60;/cite&#62; (Fischerhude, 2013)","secondary"
"1306","Scheuermann 1966","Scheuermann, Ulrich, &#60;q&#62;Die Ortsnamen des Kreises Rotenburg/Hann.&#60;/q&#62;, &#60;cite&#62;Rotenburger Schriften&#60;/cite&#62; 24 (1966), 34-67","secondary"
"1308","Rigsarkivet, Gottorp Toldregnskab","Rigsarkivet Copenhagen, Regnskaber 1438-1559, Slesvigske og Holstenske Regnskaber indtil 1580, Gottorp toldregnskab","archive"
"1310","LASH Abt. 7","Landesarchiv Schleswig-Holstein, Schleswig, Abt. 7: Herzöge von Schleswig-Holstein-Gottorf 1544-1713","archive"
