"ID","Parent_ID","Name","Alternative_Name","Latitude","Longitude","Geonames_ID","Ready","Is_Settlement","Settlement_From","Settlement_To","Settlement_Description","Is_Town","Town_From","Town_To","Town_Description","Is_Toll","Toll_From","Toll_To","Toll_Description","Is_Staple","Staple_From","Staple_To","Staple_Duration_Of_Stay","Staple_Description","Is_Fair","Fair_From","Fair_To","Fair_Description","Is_Ferry","Ferry_From","Ferry_To","Ferry_Description","Is_Bridge","Bridge_From","Bridge_To","Bridge_Description","Is_Harbour","Harbour_From","Harbour_To","Harbour_Description","Is_Lock","Lock_From","Lock_To","Lock_Description"
"86","","Aderstedt","","51.780094","11.696975","2959463","y","y","1063","","The royal court in Aderstedt goes to the bishopric of Halberstadt in 1063 and becomes the property of Ilsenburg monastery in 1086.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87","","Adorf","Adorp; Athorpe; Athorp; Adorp; Adorff","51.360295","8.803661","2959387","","y","1120","","First mentioned in 1120.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"88","","Gaujiena","Adsel; Atzel; Adtzell; Kowalin","57.516542","26.400697","459837","","y","1200","","The castle was built in the 13th century. Later, there was also a fortified borough ('Hakelwerk') nex to the castel.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"89","","Aerzen","Artzen; Artelessen; Artlissen; Arteldessen; Arthesloin; Artldissen; Ertelsen, Ertsen; Artzelen; Artzen","52.04662","9.261791","2959374","y","y","1200","","Castle of the lords of Everstein, first mentioned around 1200. In 1293, we hear for the first time of a settlement ('oppidum') near the castle. It received borough ('flecken') privileges in 1589.","","","","","y","1385","","Count Hermann of Everstein confirmed in 1385 that Hameln remained exempted from the toll in Aerzen as before.","","","","","","","","","","","","","","","","","","","","","","","","",""
"90","","Afferde","Afforde; Afferde","52.100171","9.412498","2959346","y","y","1042","","The place was first mentioned in 1042.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"91","","Afferden","Afordia; Aferde; Aferden; Aefferden; Afferden","51.633953","6.011045","2759945","","y","1293","","Earliest mention in 1293. ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92","","Afholderbach","","50.942653","8.137221","2959330","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93","","Afsched","Ascet; Ascheit; Assched; Asched; Afzet","52.59888","6.015805","2759940","","y","1302","","Earliest mention in 1302.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"94","","Agathenburg","Lieth; Lyt","53.562857","9.529426","2959318","y","y","1199","","The village was originally called Lieth, and first mentioned as such in 1199. The village was renamed Agathenburg when a manor house was built here with the same name in 1652.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"96","","Ageri","Aggers; Akkers","59.084355","25.757803","592603","","y","1447","","Village and Manor were mentioned in 1447.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97","","Agerskov","Aggerschau","55.129964","9.135408","2624973","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98","","Ahaus","Ahus; Ahusen","52.075564","7.006802","2959279","","y","1139","","","y","1389","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99","","Ahlbeck","","53.9394","14.187626","2833990","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"100","","Węgornia","Ahlbeck; Aalbeck","54.567452","17.828299","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101","","Ahlen","in Alnon; de Alnen; Alnun; Alen","51.763127","7.889927","2959223","","y","900","","","y","1224","","The settlement was mentioned in 1224 as a fortified place or town but was granted Munster town privileges in 1245. ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"102","","Ahlhorn","Alehorna; Atelehorne","52.898445","8.231068","2959196","y","y","1000","","First mentioned around 1000.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"103","","Aligse","Aldagessem; Aldesse; Aldaghesen; Aldessche; Aelße; Ahlse; Ahligse","52.401648","9.974931","2958492","y","y","1277","","Evidence for earlier mentions in 826-872 and 1022 is based on falsified documents.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"104","","Ahnebeck","Antbeke; Antbeche; Antbeck; Ahnebergk","52.541862","10.895758","2959156","y","y","1503","","First mentioned in 1503.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"105","","Ahrbeck","Arbeke; Arbecke; Ahrbeck","52.43543","9.9893","2959117","y","y","1406","","Because of the likeliness of confusion with nearby Arpke, of which the name shares the same onomastic origin, the first certain mention of Ahrbeck can only be attested in 1406.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"106","","Ahrensbök","Arnesboke; Arnesboken","54.008862","10.573768","2959084","y","y","1328","","First mentioned in 1328. A Carthusian monastery was founded in 1397. Because of a statue of the Virgin Mary, it became a pilgrimage destination in the Middle Ages. The monastery was secularised in 1542, the settlement was abandoned and turned into a folwark in 1593.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"107","","Ahrensdorf","Arensdorf ","52.42566","14.252665","2955634","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"108","","Ahrenswohlde","Ahrenswolde; Arndeswolde; Ahrentwohlde","53.378304","9.465251","2959055","y","y","1498","","First mentioned in a register of the castle Bremervörde between 1498 and 1500. At the time, the settlement consisted of three farms and two cottages.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109","","Ahsen","","51.700337","7.309225","2959044","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"110","","Aidu (Viljandi)","Aidenhof; Aidom; Aituma","58.250276","25.611441","592583","","y","1583","","The village was first mentioned in 1583. A hamlet ('Hof') was built between 1638 and 1688. ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"111","","Aidu (Jõgeva)","Aitz; Aido; Ayte; Aita","58.729788","26.201998","592582","","y","1583","","The village and the Inn were first mentioned in 1583.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"112","","Aken","Hachen; Aquae; Acken","51.854485","12.044653","2958781","y","y","1219","","First mentioned with the name Waltherus de Aken in 1219. The Ascanian electorate princes and the dukes of Saxony owned a residence in Aken. It was also an important centre for shipping on the Elbe.","y","1271","","First mention as town 1271.","y","1295","","A toll in Aken is first mentioned in 1295.
In 1447, the castle and the town of Aken are pawned off, including toll and ferry. In 1485, the burnt down town of Aken is granted excemption from toll and ferry fees.
In the 16th century, escorts ('Geleitsleute') are mentioned several times in the fiefdom ledgers ('Lehnsbücher') of the archbishops of Magdeburg.","y","","1463","","Aken loses its staple rights to Magdeburg","","","","","","","","","","","","","","","","","","","",""
"113","","Alansi","Alantsi; Allanas; Alland","59.125694","25.139698","592560","","y","1241","","The village was first mentioned in 1241. In 1417, the village including the hamlet ('Hof') and mill were given to Jacob Ronne. Shortly after that the hamlet in Alansi lost its importance.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"114","","Albachten","in Albagthon; et terram Albucten; Albatten; Albuthen; Albach","51.924956","7.520492","2958755","","y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"115","","Albersdorf","Aluerdesdorpe; Alverdesdorpe; Aluerstorp","54.146541","9.283503","2958710","y","y","1281","","First mentioned in 1281. The village church dates from ca. 1230.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116","","Albersloh","Albrecteslo; Alberteslon; Albratteslo; Albrahteslo; Albrahtello; Alebragsteslo; Alberteslo; Albersloe","51.867912","7.733128","2958704","","y","1171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117","","Wojciechy","Albrechtsdorf","54.26152","20.667829","755413","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"118","","Albsfelde","Albrechtesvelde; Albertesvelde","53.680005","10.694634","2958603","y","y","1230","","First mentioned in 1230.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"119","","Aldekerk","","51.43982","6.416695","2958584","","","","","","","","","","y","1436","","In 1436, the Duke of Geldern levied a land toll whose revenues are not preserved. The toll was later abolished due to a complaint by the town of Geldern.","","","","","","","","","","","","","","","","","","","","","","","","",""
"120","","Aldenhoven","Aldenhouon; Martaldinhouen","50.895288","6.288127","2958580","","y","922","","First mention in a possibly falsified document from the last quarter of the 11th century. The place was fortified at the end of the 14th century.","","","","","y","1501","","The Duke of Jülich levied a road toll in 1501. It is known that the annual income in 1501 and 1510/11 was 3 Mark and 6 Shilling. The toll was probably leased.","","","","","","","","","","","","","","","","","","","","","","","","",""
"121","","Aldrup","Alathorpe; Alethorpe; Althorpe","52.069149","7.609415","2958569","","y","801","","First mentioned in the 9th century. ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"122","","Alfeld ","Alfeld (Leine); Alevellon; Alvelde; Aluelde; Alefeld","51.987089","9.825358","2958533","y","y","1019","","First mentioned in ca. 1019-1022. The settlement developed at a ford at the Leine river, which was secured by a castle (first mentioned in 1358).","y","1220","","Acquired town privileges between 1220 and 1258 and became the second-most important town in the diocese of Hildesheim.","","","","","","","","","","y","1220","","In 1501, two two-day fairs were mentioned in Alfeld, which took place ""according to old custom"" on St Nicholas and Sunday Letare. These probably went back to the time that Alfeld became a town. In 1456 three additional fairs were added, on St Vitus, St Gallus and on Sunday before All Saints' Day. The Vitus and Gallus fairs were extended with three-day cattle markets in 1619.","","","","","","","","","","","","","","","",""
"123","","Alfhausen","Alfhuson; Halfhusen; Alphusen; Alleffhusen","52.500317","7.95198","2958523","y","y","977","","First mentioned in 977. Around 1350 Alfhusen was called 'villa'.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"124","","Algermissen","Algrimsen; Alegremishusun; de Alegrimessem; Groten Alghermissen","52.253397","9.969379","2958509","y","y","980","","First mentioned between 980 and 982. The settlement consisted of the two parts Groß and Klein Algermissen until the modern period.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"125","","Alavere","Allafer; Alaueræ; Allaver; Allever; Allofer","59.247834","25.327412","592553","","y","1241","","The Manor was mentioned in 1241.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
